,name,host_id,host_name,borough,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,host_total_listings,availability_365,availability_flag,likely_daily_earnings,review_month,review_day,price_bin,estimated_revenue
16238,Queen bedroom with private bathroom in Brooklyn,72029809,Flavia,Brooklyn,Bedford-Stuyvesant,40.69364,-73.93303,Private room,89,5,1,2016-10-23,0.03,1,0,Low (<=180),0.089,October,Sunday,$50-100,160.2
16239,Lovely 2 Bedroom with Balcony on UWS,531006,Kaya,Manhattan,Upper West Side,40.79039,-73.96789,Entire home/apt,180,4,9,2018-07-22,0.37,1,0,Low (<=180),2.22,July,Sunday,$150-200,3196.7999999999997
16240,"CLEAN,  PRIVATE ROOM CLOSE TO THE CITY AND JFK.",100970583,Maria,Queens,Woodhaven,40.68774,-73.8593,Private room,50,4,82,2019-06-11,2.52,2,215,High (>180),4.2,June,Tuesday,<50,6048.0
16241,Sunny studio loft in Brooklyn,18727732,Michelle,Brooklyn,Williamsburg,40.71783,-73.94104,Entire home/apt,160,3,12,2019-05-27,0.93,1,0,Low (<=180),4.960000000000001,May,Monday,$150-200,5356.8
16242,"MUSEUM MILE, CENTRAL PARK & SUBWAY in #1 LOCATION!",80262218,Laila,Manhattan,Upper East Side,40.77117,-73.95599,Entire home/apt,145,30,5,2019-05-27,0.23,3,177,Low (<=180),1.1116666666666668,May,Monday,$100-150,12006.0
16243,Brooklyn Historic Brownstone with Garden,57125089,Lauren & Anthony,Brooklyn,Bedford-Stuyvesant,40.68118,-73.91107,Entire home/apt,119,2,152,2019-06-24,4.68,1,14,Low (<=180),18.564,June,Monday,$100-150,13366.079999999998
16244,"Cool private room in Astoria, New York!",14422390,Bill,Queens,Astoria,40.76625,-73.93295,Private room,49,1,12,2017-07-19,0.37,1,0,Low (<=180),0.6043333333333333,July,Wednesday,<50,217.56
16245,Spacious Brooklyn Loft Apartment & Rooftop Deck,36743809,Hilary,Brooklyn,Williamsburg,40.71443,-73.94153,Entire home/apt,300,2,2,2016-11-26,0.06,1,310,High (>180),0.6,November,Saturday,$200-300,432.0
16246,Beautiful modern room in SoHo,1475812,Ignani,Manhattan,Nolita,40.71995,-73.99461,Private room,140,2,66,2019-05-31,2.05,3,44,Low (<=180),9.566666666666666,May,Friday,$100-150,6888.0
16247,Carroll Gardens guest suite,8977158,Viki,Brooklyn,Carroll Gardens,40.68321,-73.99681,Entire home/apt,199,2,116,2019-06-23,3.78,2,230,High (>180),25.074,June,Sunday,$150-200,18053.28
16248,Super Cute Garden Apartment in Bed-Stuy!,62256292,Inez,Brooklyn,Bedford-Stuyvesant,40.6804,-73.93648,Entire home/apt,125,3,91,2019-07-01,2.8,1,78,Low (<=180),11.666666666666666,July,Monday,$100-150,12600.0
16249,HUGE CHEERFUL PRIVATE STUDIO SUITE WITH BACKYARD,21640001,Anna,Queens,Rego Park,40.7184,-73.86015,Entire home/apt,95,2,7,2017-09-03,0.23,1,345,High (>180),0.7283333333333334,September,Sunday,$50-100,524.4000000000001
16250,Cozy Private Room in Williamsburg/Greenpoint Loft,20691787,Jeanne & Sara,Brooklyn,Greenpoint,40.72482,-73.95408,Private room,60,1,92,2018-12-23,2.85,1,0,Low (<=180),5.7,December,Sunday,$50-100,2052.0
16251,Townhouse South-facing ensuite,68094795,Diane And Ward,Manhattan,Upper East Side,40.76754,-73.96166,Entire home/apt,249,3,55,2019-06-30,1.75,2,1,Low (<=180),14.525,June,Sunday,$200-300,15687.0
16252,2 Bedrooms with room for 4,48498971,Adam,Brooklyn,Crown Heights,40.67741,-73.95386,Entire home/apt,160,30,2,2018-11-23,0.09,1,0,Low (<=180),0.48,November,Friday,$150-200,5184.0
16253,Hudson Yards-Chelsea  ️,101131690,Alberto,Manhattan,Hell's Kitchen,40.75751,-73.99401,Entire home/apt,175,1,22,2019-07-02,1.04,1,12,Low (<=180),6.066666666666666,July,Tuesday,$150-200,2184.0
16254,Comfy Private Room in Hamilton Heights,101131904,Tarirai,Manhattan,Harlem,40.83124,-73.94501,Private room,40,2,59,2019-06-23,1.9,1,39,Low (<=180),2.533333333333333,June,Sunday,<50,1824.0
16255,"In-law unit - bedroom, living room, mini kitchen.",2305944,Misha,Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.94532,Entire home/apt,79,5,48,2019-02-23,1.64,1,0,Low (<=180),4.318666666666666,February,Saturday,$50-100,7773.599999999999
16256,Flatiron / Gramercy 2 Bed Studio,22067387,Blake,Manhattan,Flatiron District,40.7385,-73.98782,Entire home/apt,236,1,23,2017-07-24,0.71,1,0,Low (<=180),5.585333333333333,July,Monday,$200-300,2010.72
16257,Big room in the heart of Chelsea.,86408170,Malin,Manhattan,Chelsea,40.74368,-73.99825,Private room,120,1,1,2016-10-27,0.03,1,0,Low (<=180),0.12,October,Thursday,$100-150,43.199999999999996
16258,Charming 2-Bedroom Brownstone Garden Level Apt.,19282734,Eric,Brooklyn,Bedford-Stuyvesant,40.68134,-73.92226,Entire home/apt,120,3,117,2019-06-18,3.6,1,232,High (>180),14.4,June,Tuesday,$100-150,15552.0
16259,Sunny and cozy bedroom in Ditmas Park,8832456,Ubi,Brooklyn,Kensington,40.64381,-73.97018,Private room,54,1,132,2019-06-23,4.03,1,70,Low (<=180),7.254,June,Sunday,$50-100,2611.44
16260,Sunlit Jungle Apartment,8164085,Lyles,Queens,Ridgewood,40.69692,-73.90008,Private room,56,2,9,2019-05-27,0.4,1,80,Low (<=180),0.7466666666666667,May,Monday,$50-100,537.6
16261,"Cozy, Colorful Private Room on the Upper East Side",30653537,Rachel,Manhattan,East Harlem,40.78941,-73.94881,Private room,60,1,8,2017-05-14,0.25,1,0,Low (<=180),0.5,May,Sunday,$50-100,180.0
16262,Beautiful Brooklyn bdrm in Prime Williamsburg,22963797,Lisa,Brooklyn,Williamsburg,40.71089,-73.96627,Private room,90,2,73,2019-06-23,2.31,1,338,High (>180),6.93,June,Sunday,$50-100,4989.6
16263,Williamsburg/Bedstuy Creative Loft,2394687,Nkoli,Brooklyn,Williamsburg,40.70005,-73.95101,Entire home/apt,260,1,1,2018-10-06,0.11,1,88,Low (<=180),0.9533333333333334,October,Saturday,$200-300,343.20000000000005
16264,Beautiful Upper East Side Studio,62641421,Tammy,Manhattan,Upper East Side,40.7754,-73.95236,Entire home/apt,125,2,8,2018-07-29,0.26,1,0,Low (<=180),1.0833333333333333,July,Sunday,$100-150,780.0
16265,Long Island City Apartment,101262037,Israel,Queens,Long Island City,40.75378,-73.93449,Private room,65,1,5,2019-04-27,0.15,1,66,Low (<=180),0.325,April,Saturday,$50-100,117.0
16266,1br wburg w/ views of NYC + doorman,99145869,Sophie,Brooklyn,Williamsburg,40.71822,-73.95134,Entire home/apt,120,30,6,2018-09-24,0.29,1,164,Low (<=180),1.16,September,Monday,$100-150,12528.0
16267,"Lovely Room in Greenpoint, Brooklyn",11262790,Kajsa,Brooklyn,Greenpoint,40.72474,-73.94859,Private room,55,5,3,2016-12-30,0.09,1,0,Low (<=180),0.165,December,Friday,$50-100,297.0
16268,"Spacious and Homey 2 bedroom, Express Subway Stop",3137269,Rosy,Brooklyn,Crown Heights,40.67587,-73.93175,Entire home/apt,130,3,7,2017-05-08,0.21,1,0,Low (<=180),0.91,May,Monday,$100-150,982.8
16269,豪华套间,101276529,Tracy,Queens,Flushing,40.75558,-73.83343,Private room,96,1,73,2019-06-19,2.3,1,343,High (>180),7.359999999999999,June,Wednesday,$50-100,2649.6
16270,Luxury meets comfort in the heart of Williamsburg!,1314045,Tim,Brooklyn,Williamsburg,40.71361,-73.94804,Private room,109,1,228,2019-06-28,6.97,3,326,High (>180),25.324333333333335,June,Friday,$100-150,9116.76
16271,Private room in Williamsburg. Very close to train!,1314045,Tim,Brooklyn,Williamsburg,40.71326,-73.94947,Private room,99,1,220,2019-06-30,6.71,3,352,High (>180),22.142999999999997,June,Sunday,$50-100,7971.48
16272,One bedroom in Williamsburg,48282875,Gonzalo,Brooklyn,Williamsburg,40.70604,-73.94307,Private room,55,3,4,2018-06-03,0.13,1,0,Low (<=180),0.2383333333333333,June,Sunday,$50-100,257.4
16273,Cloud Suite,97186572,Olive,Manhattan,West Village,40.73088,-74.00378,Entire home/apt,300,1,59,2019-06-28,1.83,1,73,Low (<=180),18.3,June,Friday,$200-300,6588.0
16274,Cozy Winged Bedroom in the East Village,59962617,Jennifer,Manhattan,East Village,40.72635,-73.98578,Private room,155,1,1,2017-03-21,0.04,1,0,Low (<=180),0.20666666666666667,March,Tuesday,$150-200,74.4
16275,Cozy Home in Harlem ✨,20414163,Sasha,Manhattan,Harlem,40.81102,-73.94712,Entire home/apt,133,4,23,2019-03-29,0.72,1,5,Low (<=180),3.192,March,Friday,$100-150,4596.48
16276,Space & Comfort in Victorian Brooklyn home,57812046,Dave + Suzanne,Brooklyn,Flatbush,40.64008,-73.96579,Entire home/apt,180,3,5,2018-01-07,0.15,2,0,Low (<=180),0.9,January,Sunday,$150-200,972.0
16277,SPACIOUS LUXURY 2 bedroom apartment in Brooklyn!,62413233,Eleanor & Kameon,Brooklyn,Bedford-Stuyvesant,40.67718,-73.91405,Entire home/apt,135,4,9,2018-05-20,0.29,1,0,Low (<=180),1.305,May,Sunday,$100-150,1879.1999999999998
16278,DREAM MIDTOWN RENOVATED STUDIO,101378990,Grand,Manhattan,Midtown,40.74634,-73.98704,Private room,179,1,4,2017-06-20,0.13,1,337,High (>180),0.7756666666666666,June,Tuesday,$150-200,279.24
16279,Home sweet home in Harlem,26504092,Wangari,Manhattan,Harlem,40.81407,-73.95092,Entire home/apt,100,3,2,2017-01-05,0.06,1,0,Low (<=180),0.2,January,Thursday,$50-100,216.0
16280,Hidden gem walking distance to Central Park.,34061867,Aydin,Manhattan,Upper East Side,40.77079,-73.95922,Private room,100,2,17,2019-07-02,0.52,1,4,Low (<=180),1.7333333333333332,July,Tuesday,$50-100,1248.0
16281,Large Room in Trendy Bushwick - 2,9864136,Anthony,Brooklyn,Bushwick,40.68602,-73.91522,Private room,45,1,2,2017-10-01,0.06,26,250,High (>180),0.09,October,Sunday,<50,32.4
16282,Ultra-modern East Village apartment in luxury bldg,1446988,James,Manhattan,East Village,40.73281,-73.98686,Entire home/apt,250,4,12,2019-05-05,0.37,1,3,Low (<=180),3.0833333333333335,May,Sunday,$200-300,4440.0
16283,ARTIST LOFT in WILLIAMSBURG,1407676,Jessica,Brooklyn,Williamsburg,40.71623,-73.95777,Private room,350,1,19,2019-07-03,0.64,4,244,High (>180),7.466666666666667,July,Wednesday,$300-500,2688.0
16284,Room w/ Private Balcony River View,2134232,Crystal,Manhattan,Tribeca,40.71916,-74.01177,Private room,95,1,22,2017-08-18,0.68,2,0,Low (<=180),2.1533333333333333,August,Friday,$50-100,775.2
16285,"Ground floor,Private garden Patio - sleeps 6 - UES",78832142,Rory,Manhattan,Upper East Side,40.77851,-73.94985,Entire home/apt,218,2,60,2019-06-19,1.85,1,305,High (>180),13.443333333333333,June,Wednesday,$200-300,9679.2
16286,Jefferson Estates,101435219,Gretchen,Brooklyn,Bedford-Stuyvesant,40.69226,-73.93458,Entire home/apt,176,2,80,2019-07-01,2.52,2,197,High (>180),14.784,July,Monday,$150-200,10644.48
16287,Beautiful Bedroom In the Heart of Harlem,50145118,Sonia,Manhattan,Harlem,40.8091,-73.94241,Private room,89,1,3,2017-08-19,0.1,3,0,Low (<=180),0.2966666666666667,August,Saturday,$50-100,106.80000000000001
16288,Cozy 1-bedroom apartment in LES,10773304,Lili,Manhattan,Lower East Side,40.71983,-73.98196,Entire home/apt,160,3,90,2019-06-22,3.17,1,147,Low (<=180),16.906666666666666,June,Saturday,$150-200,18259.199999999997
16289,Artsy Bedroom for Solo Traveler,101113595,Chloe,Brooklyn,Bedford-Stuyvesant,40.68012,-73.93862,Private room,89,2,2,2017-01-01,0.07,1,0,Low (<=180),0.2076666666666667,January,Sunday,$50-100,149.52
16290,Cosy North Bronx studio apartment with Parking,101493347,Beverly,Bronx,Wakefield,40.89121,-73.85131,Entire home/apt,79,3,18,2018-09-25,0.57,1,5,Low (<=180),1.501,September,Tuesday,$50-100,1621.0799999999997
16291,"Safe, Cozy Artist Apt Steps From Central Park",37447483,Riley,Manhattan,Harlem,40.80102,-73.95401,Private room,70,3,62,2019-06-30,1.94,1,73,Low (<=180),4.526666666666666,June,Sunday,$50-100,4888.799999999999
16292,Authentic artist loft space in Prime Williamsburg,4075380,Tanya,Brooklyn,Williamsburg,40.71551,-73.96356,Entire home/apt,150,30,3,2019-05-31,0.09,1,179,Low (<=180),0.45,May,Friday,$100-150,4860.0
16293,"Sprawling, Sunlit Gorgeous LOFT",7728010,Jane,Brooklyn,Bedford-Stuyvesant,40.69117,-73.95876,Private room,63,5,9,2019-05-26,0.28,1,342,High (>180),0.5880000000000001,May,Sunday,$50-100,1058.4
16294,Sunny room with private bathroom - 5m to L train,34875504,Juan P,Brooklyn,Bushwick,40.68992,-73.90951,Private room,63,2,20,2018-07-22,0.62,1,0,Low (<=180),1.302,July,Sunday,$50-100,937.44
16295,Comfy private room in great Astoria neighborhood,18192996,Jessica And Danny,Queens,Ditmars Steinway,40.7785,-73.91693,Private room,55,1,5,2017-03-12,0.15,2,0,Low (<=180),0.275,March,Sunday,$50-100,99.0
16296,Bright Spacious BK Room with Bath,22118802,Sara,Brooklyn,Bushwick,40.7007,-73.92359,Private room,90,3,3,2016-12-01,0.09,1,0,Low (<=180),0.27,December,Thursday,$50-100,291.6
16297,Williamsburg Gem: Sleep up to 5,101529107,Natalie,Brooklyn,Williamsburg,40.71124,-73.96451,Entire home/apt,164,2,1,2017-01-04,0.03,1,0,Low (<=180),0.164,January,Wednesday,$150-200,118.08
16298,Beautiful private room in Queens NY,74782658,Gerardo,Queens,Glendale,40.70075,-73.88743,Private room,40,1,117,2019-07-01,3.63,1,300,High (>180),4.84,July,Monday,<50,1742.3999999999999
16299,Sunny 2 bd + Private rooftop on best GP street,14521207,Megan & Matt,Brooklyn,Greenpoint,40.72831,-73.95634,Entire home/apt,250,3,2,2018-03-23,0.11,1,0,Low (<=180),0.9166666666666666,March,Friday,$200-300,990.0
16300,Private Room in Luxury Building,101550977,Myko,Manhattan,Financial District,40.70488,-74.00744,Private room,95,5,45,2019-05-24,1.4,2,272,High (>180),4.433333333333333,May,Friday,$50-100,7980.0
16301,Luxury Building - Private Room,101550977,Myko,Manhattan,Financial District,40.70602,-74.00891,Private room,90,4,61,2019-05-29,1.9,2,246,High (>180),5.699999999999999,May,Wednesday,$50-100,8208.0
16302,Beautiful Bedroom: Spacious & Sunny!,25685076,Yoseph & Malky,Brooklyn,Kensington,40.63725,-73.97345,Private room,111,1,74,2019-06-30,2.28,1,156,Low (<=180),8.436,June,Sunday,$100-150,3036.96
16303,2 family home. Top floor with private entrance way,101557399,Lydia,Brooklyn,East Flatbush,40.6418,-73.93947,Entire home/apt,120,2,56,2019-07-07,1.82,1,85,Low (<=180),7.28,July,Sunday,$100-150,5241.6
16304,One-Bedroom Brooklyn Brownstone,34331702,Mariam,Brooklyn,Bedford-Stuyvesant,40.68887,-73.92903,Entire home/apt,95,4,20,2019-06-27,1.81,1,14,Low (<=180),5.731666666666667,June,Thursday,$50-100,8253.6
16305,Views !  - Unique penthouse in UWS,69652097,Michele,Manhattan,Upper West Side,40.80131,-73.97114,Entire home/apt,175,21,5,2019-06-24,0.19,1,0,Low (<=180),1.1083333333333334,June,Monday,$150-200,8379.0
16306,Your home while you explore NYC! Near Central Park,101569412,Agnes,Manhattan,East Harlem,40.78918,-73.94652,Entire home/apt,100,7,17,2018-09-17,0.54,1,11,Low (<=180),1.8000000000000003,September,Monday,$50-100,4536.0
16307,Perfect location: Central to everything!,39668851,Hyggens,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95075,Entire home/apt,100,5,11,2019-06-14,0.44,1,298,High (>180),1.4666666666666666,June,Friday,$50-100,2640.0
16308,Colorful Artist Loft w. your own Ocean Oasis,909710,Claire,Brooklyn,Williamsburg,40.70634,-73.95338,Private room,49,5,17,2018-04-30,0.53,1,0,Low (<=180),0.8656666666666667,April,Monday,<50,1558.1999999999998
16309,"2 Bedrooms apt,Modern New Renovated",101604346,Frank W,Brooklyn,Bay Ridge,40.63447,-74.02455,Entire home/apt,116,1,213,2019-07-01,6.55,1,314,High (>180),25.326666666666664,July,Monday,$100-150,9117.599999999999
16310,Two-bedroom in the heart of Chelsea,15600805,Nissim,Manhattan,Chelsea,40.73975,-73.99848,Entire home/apt,265,3,2,2016-11-27,0.06,1,0,Low (<=180),0.53,November,Sunday,$200-300,572.4
16311,"SOMMwhere in NYC/ a unique, conscious artists loft",148108,Fatima,Manhattan,Lower East Side,40.72297,-73.98946,Private room,333,1,40,2019-06-10,1.27,2,62,Low (<=180),14.097,June,Monday,$300-500,5074.92
16312,Cozy Bedroom in a great location.,101632253,Linnette,Manhattan,East Harlem,40.78857,-73.94952,Private room,100,3,20,2018-06-10,0.66,1,188,High (>180),2.2,June,Sunday,$50-100,2376.0
16313,Doorman 2 Windows City View Studio GYM W&D 5199,16098958,Jeremy & Laura,Manhattan,Theater District,40.76258,-73.98575,Entire home/apt,155,30,1,2017-01-02,0.03,96,309,High (>180),0.155,January,Monday,$150-200,1674.0
16314,"Huge space across from park, easy to Manhattan",3398280,Megan,Brooklyn,Prospect-Lefferts Gardens,40.65776,-73.96174,Private room,65,20,3,2019-04-30,0.39,1,35,Low (<=180),0.8450000000000001,April,Tuesday,$50-100,6084.0
16315,MASTER BR/ SUITE ( PRIVATE BATHROOM ),2908180,Simone,Manhattan,East Harlem,40.7898,-73.94213,Private room,125,5,59,2019-07-02,2.03,1,110,Low (<=180),8.458333333333334,July,Tuesday,$100-150,15224.999999999996
16316,Bright and Charming Private Room in Williamburg!,57109253,Naveen,Brooklyn,Williamsburg,40.71365,-73.96232,Private room,70,3,12,2018-10-10,0.38,1,188,High (>180),0.8866666666666666,October,Wednesday,$50-100,957.5999999999999
16317,Ponerse las Pilas - VIVO NYC!!!,101653570,The Wrights,Brooklyn,Bedford-Stuyvesant,40.68955,-73.95117,Private room,59,2,195,2019-06-21,6.01,3,40,Low (<=180),11.819666666666667,June,Friday,$50-100,8510.16
16318,"Sunny huge room, 15m away from Manhattan",8076786,Suri,Brooklyn,Sunset Park,40.65888,-74.00044,Private room,89,1,2,2019-06-25,0.1,3,281,High (>180),0.2966666666666667,June,Tuesday,$50-100,106.80000000000001
16319,The Perfect Pied-à-Terre for You!!!,101653570,The Wrights,Brooklyn,Bedford-Stuyvesant,40.68908,-73.95545,Private room,59,2,171,2019-06-20,5.26,3,57,Low (<=180),10.344666666666665,June,Thursday,$50-100,7448.16
16320,Spacious studio in Upper East Side,85726670,Priscilla,Manhattan,Upper East Side,40.77043,-73.95557,Entire home/apt,150,3,2,2019-06-09,0.08,1,0,Low (<=180),0.39999999999999997,June,Sunday,$100-150,432.0
16321,Wyndham Midtown Condo with Full Kitchen SPECIAL!,96098402,Wynpoints,Manhattan,Midtown,40.75365,-73.97151,Private room,369,3,8,2017-02-13,0.25,12,365,High (>180),3.075,February,Monday,$300-500,3321.0
16322,King Sized Serenity,17043144,Kat,Brooklyn,Bushwick,40.70018,-73.93858,Private room,55,3,1,2016-11-15,0.03,1,0,Low (<=180),0.055,November,Tuesday,$50-100,59.400000000000006
16323,Cozy Room Amazingly Located in Williamsburg !,44706272,Sophia And Shannon,Brooklyn,Williamsburg,40.70835,-73.955,Private room,45,3,4,2017-07-30,0.13,1,0,Low (<=180),0.19499999999999998,July,Sunday,<50,210.60000000000002
16324,"Beautiful Room close to JFK, La Guardia, LIR",101712494,Alphanso,Queens,Rosedale,40.67126,-73.72982,Private room,55,2,4,2017-10-22,0.13,2,349,High (>180),0.2383333333333333,October,Sunday,$50-100,171.60000000000002
16325,"Convenient to JFK, La Guardia Airport and Dining",101712494,Alphanso,Queens,Rosedale,40.67104,-73.73006,Private room,55,2,12,2018-09-01,0.37,2,355,High (>180),0.6783333333333333,September,Saturday,$50-100,488.40000000000003
16326,Bright and Beautiful 1br Apartment in Little Italy,8881924,Seyhan,Manhattan,Little Italy,40.71819,-73.99786,Entire home/apt,196,6,6,2019-05-27,0.2,1,268,High (>180),1.3066666666666666,May,Monday,$150-200,2822.4
16327,❤️ Beautiful/Spacious/Convenient BK Apartment!,11075539,Brett,Brooklyn,Bushwick,40.69688,-73.93396,Private room,69,2,96,2019-06-30,2.93,1,36,Low (<=180),6.739,June,Sunday,$50-100,4852.08
16328,Cozy and spacious 1 BR near Columbia University,25851147,Victoria,Manhattan,Harlem,40.81736,-73.95294,Private room,65,3,49,2019-05-24,1.5,1,46,Low (<=180),3.25,May,Friday,$50-100,3510.0
16329,Quiet Private Bedroom with Full Size Bed in LES,6109872,Severine,Manhattan,Lower East Side,40.7209,-73.98428,Private room,100,2,16,2017-12-10,0.5,1,66,Low (<=180),1.6666666666666667,December,Sunday,$50-100,1200.0
16330,2 TwinXL Beds Walk-To TIME SQUARE #ForReal,51830483,Nathan,Manhattan,Hell's Kitchen,40.76028,-73.98846,Private room,92,1,140,2019-06-17,4.29,2,152,Low (<=180),13.155999999999999,June,Monday,$50-100,4736.16
16331,★Hip ★Subway 1 min ★Backyard  ★3Beds ★Huge ★Duplex,5321130,Anna,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95245,Entire home/apt,365,5,77,2019-06-20,2.44,1,112,Low (<=180),29.686666666666664,June,Thursday,$300-500,53436.0
16332,Stylish Williamsburg One Bedroom Apartment,101772343,Liz,Brooklyn,Williamsburg,40.71585,-73.95325,Entire home/apt,136,30,8,2019-04-16,0.3,1,0,Low (<=180),1.36,April,Tuesday,$100-150,14688.0
16333,"Entire home in East Village, 2BD, Family friendly",1515114,Roman,Manhattan,East Village,40.72503,-73.97851,Entire home/apt,300,10,4,2019-05-14,0.53,1,16,Low (<=180),5.3,May,Tuesday,$200-300,19080.0
16334,"Classic Brklyn brick house w 2 bedrooms, sleeps 6.",18314550,Tim,Brooklyn,Sunset Park,40.66451,-73.99342,Entire home/apt,175,2,6,2019-04-19,0.2,1,18,Low (<=180),1.1666666666666667,April,Friday,$150-200,840.0
16335,A beautiful comfy & spacious room.,87370616,Francisca,Bronx,Longwood,40.82006,-73.90332,Private room,80,2,77,2019-07-07,2.37,2,365,High (>180),6.32,July,Sunday,$50-100,4550.400000000001
16336,2 bedroom  apartment in front of prospect park,3033622,Jose,Brooklyn,Windsor Terrace,40.65237,-73.97365,Entire home/apt,90,7,1,2017-12-31,0.05,2,210,High (>180),0.15000000000000002,December,Sunday,$50-100,378.0
16337,Chic Bedford Studio,3484474,Sophia,Brooklyn,Bedford-Stuyvesant,40.68561,-73.95431,Entire home/apt,150,30,13,2019-05-31,0.41,1,220,High (>180),2.05,May,Friday,$100-150,22140.0
16338,Glamorous upper west side Private room,12210788,Moustafa,Manhattan,Upper West Side,40.79516,-73.96813,Private room,119,1,117,2019-06-09,3.61,1,365,High (>180),14.319666666666667,June,Sunday,$100-150,5155.08
16339,3 bed duplex HUGE private deck/ PRIME Williamsburg,9718720,Teddie,Brooklyn,Williamsburg,40.71889,-73.95786,Entire home/apt,450,5,15,2019-05-19,0.49,1,60,Low (<=180),7.35,May,Sunday,$300-500,13230.0
16340,Luxurious Williamsburg Loft with Private Patio,14258860,Alvaro,Brooklyn,Williamsburg,40.71809,-73.95283,Entire home/apt,200,5,1,2016-11-13,0.03,1,0,Low (<=180),0.2,November,Sunday,$150-200,360.0
16341,Large unit in Prospect Park area townhouse,5435740,Kim & Rupert,Brooklyn,Prospect-Lefferts Gardens,40.65989,-73.95386,Entire home/apt,99,2,96,2019-05-29,2.98,1,0,Low (<=180),9.834,May,Wednesday,$50-100,7080.48
16342,Beautiful & spacious apartment on Upper East Side,24425145,Alexandra,Manhattan,Upper East Side,40.76395,-73.96196,Entire home/apt,270,1,3,2018-03-25,0.1,1,0,Low (<=180),0.9,March,Sunday,$200-300,324.0
16343,Doorman 2 Bed GYM DECK 5212,16098958,Jeremy & Laura,Manhattan,Murray Hill,40.74437,-73.97295,Entire home/apt,190,30,4,2019-01-14,0.13,96,331,High (>180),0.8233333333333333,January,Monday,$150-200,8892.0
16344,"Sixth Ave Chelsea, Studio Serviced Apartment",22541573,Ken,Manhattan,Chelsea,40.74565,-73.99183,Entire home/apt,205,30,1,2017-12-08,0.05,87,365,High (>180),0.3416666666666667,December,Friday,$200-300,3690.0
16345,"Cozy Bushwick room w/  balcony, Longterm avail.!",868197,Coco,Brooklyn,Bushwick,40.69945,-73.92255,Private room,39,16,38,2019-06-01,1.21,1,192,High (>180),1.573,June,Saturday,<50,9060.48
16346,Luxury Four-Bedroom/Six Bed Apt - Prime Chelsea,101976032,Jay,Manhattan,Chelsea,40.74407,-73.99366,Entire home/apt,499,4,69,2019-06-18,2.13,1,280,High (>180),35.428999999999995,June,Tuesday,$300-500,51017.759999999995
16347,Stunning 1-Bedroom NYC Apartment on the River!,30283594,Kara,Manhattan,Hell's Kitchen,40.7617,-73.99762,Entire home/apt,275,30,2,2017-09-17,0.08,121,365,High (>180),0.7333333333333333,September,Sunday,$200-300,7920.0
16348,Large sunny room Williamsburg ten mins to City,101982307,Belinda,Brooklyn,Williamsburg,40.71512,-73.95655,Private room,80,2,29,2018-10-30,0.9,2,34,Low (<=180),2.4000000000000004,October,Tuesday,$50-100,1728.0
16349,"SOHO,TRIBECA,LOFT,4500sqft.",46990279,Phenix,Manhattan,Tribeca,40.71634,-74.00505,Entire home/apt,1500,2,4,2017-09-15,0.12,1,365,High (>180),6.0,September,Friday,1000+,4320.0
16350,Big Sunny Room in Huge DUMBO Loft,90025899,Craig,Brooklyn,DUMBO,40.70416,-73.98539,Private room,105,2,146,2019-06-30,4.52,1,62,Low (<=180),15.819999999999997,June,Sunday,$100-150,11390.4
16351,"Bright, Cozy &  Quiet ""TreeFort""-type ONE bedroom",88895712,Matthew,Brooklyn,Williamsburg,40.71738,-73.94527,Entire home/apt,150,4,11,2019-01-04,0.36,1,0,Low (<=180),1.8,January,Friday,$100-150,2592.0
16352,Cozy room in South Williamsburg BK,795031,D M,Brooklyn,Williamsburg,40.70809,-73.9519,Private room,70,2,117,2019-06-18,3.71,2,35,Low (<=180),8.656666666666666,June,Tuesday,$50-100,6232.799999999999
16353,Cozy studio in Chelsea for one or two travellers,6834967,Harry,Manhattan,Chelsea,40.74124,-74.00025,Entire home/apt,150,6,1,2016-11-21,0.03,1,0,Low (<=180),0.15,November,Monday,$100-150,324.0
16354,Summer 2019 Modern 2 Bedroom Flat New York City,97657342,Will & Kim,Brooklyn,Sheepshead Bay,40.60396,-73.95761,Entire home/apt,146,3,98,2019-07-01,3.11,1,79,Low (<=180),15.135333333333332,July,Monday,$100-150,16346.159999999998
16355,Lovely Bright Upper East Side,28966357,Dorothy,Manhattan,East Harlem,40.78697,-73.94469,Private room,99,2,90,2019-05-12,2.79,3,92,Low (<=180),9.207,May,Sunday,$50-100,6629.039999999999
16356,"beautiful artistic 1 bdrm in Park Slope, Brooklyn",14370,Misha,Brooklyn,Park Slope,40.67358,-73.97171,Entire home/apt,125,7,1,2017-01-04,0.03,1,0,Low (<=180),0.125,January,Wednesday,$100-150,315.0
16357,Private modern suite in tree lined Windsor Terrace,102016115,Elizabeth,Brooklyn,Windsor Terrace,40.65131,-73.97866,Private room,125,2,89,2019-06-23,2.78,1,310,High (>180),11.583333333333332,June,Sunday,$100-150,8340.0
16358,"Spacious, Great Location, Garden, 1 stop to City.",101883929,Timothy,Brooklyn,Boerum Hill,40.68326,-73.98004,Entire home/apt,182,4,83,2019-06-23,2.82,1,254,High (>180),17.108,June,Sunday,$150-200,24635.52
